DO(ppm),pH,Temperature(*C),TDS,Health
3.7,7.2,31,118,1
3.7,6.8,31,162,1
3.5,7.6,26,148,1
3.6,8,28,194,1
3.7,7.5,26,133,1
3.9,8.2,29,125,1
4,8.1,32,128,1
3.6,7.1,30,139,1
3.6,7.7,26,138,1
3.8,7,30,186,1
3.7,7,31,117,1
3.7,8.4,26,116,1
3.9,6.9,27,199,1
3.8,7.1,28,156,1
3.7,7.1,31,173,1
3.8,7.2,32,160,1
3.7,8.3,29,182,1
3.7,7.8,43,117,1
3.8,7.7,30,117,1
4,6.8,30,117,1
3.9,7.4,29,160,1
3.5,8.7,30,137,1
3.5,8.4,28,177,1
3.8,8.6,27,178,1
3.5,8.4,35,139,1
3.6,8.3,27,115,1
3.5,7.6,31,149,1
3.5,8.3,29,134,1
3.9,7.4,28,115,1
4,7.5,28,120,1
3.8,7.7,29,132,1
3.5,8.3,32,137,1
3.5,8.1,27,129,1
4,8.7,36,195,1
3.9,8.5,31,139,1
4,8.4,27,132,1
3.9,8.4,32,130,1
4,7.1,26,105,1
3.5,7.2,27,110,1
3.9,8.4,31,189,1
3.8,7.3,29,124,1
3.5,8.6,28,193,1
3.9,7.8,32,131,1
3.6,8.4,27,136,1
3.9,7.9,29,152,1
3.5,8.1,26,197,1
3.7,7.6,30,148,1
4,7.4,29,190,1
4,7.9,28,129,1
3.7,8.4,28,196,1
3.7,8.7,26,196,1
3.6,7,30,103,1
3.8,7.4,26,194,1
4,8.6,32,166,1
3.8,8.5,30,133,1
4,6.8,32,118,1
3.6,8.4,28,157,1
3.5,8,28,196,1
3.6,6.8,29,192,1
3.8,7.9,28,191,1
3.9,7.2,31,196,1
3.5,8.3,26,189,1
3.6,7.3,33,163,1
3.9,8,28,153,1
3.7,7.9,29,166,1
3.9,7.2,28,198,1
3.7,8.6,29,148,1
4,8.7,27,161,1
3.6,7.2,30,181,1
3.7,7,29,192,1
3.5,6.8,28,123,1
3.9,7.1,27,181,1
3.9,7.5,29,142,1
4,8.3,28,190,1
3.9,7.4,28,164,1
4,7.7,28,125,1
3.8,6.8,28,172,1
4,7.8,32,143,1
4,7.8,30,138,1
3.5,7.5,29,143,1
3.8,8,30,147,1
3.7,7.6,31,136,1
3.8,8,31,148,1
3.9,8.6,31,119,1
3.7,7.2,28,120,1
3.7,7.7,26,145,1
3.6,8.1,32,186,1
3.8,7.6,31,139,1
3.6,7.7,31,154,1
3.5,6.8,31,178,1
3.5,8,32,134,1
3.6,7.1,30,164,1
3.7,8.3,27,180,1
4,8.1,32,132,1
3.7,7.3,40,152,1
3.7,7,26,120,1
3.7,8.6,31,159,1
3.7,7.9,27,131,1
3.7,6.9,27,145,1
3.8,6.9,32,150,1
3.5,7.4,29,109,1
3.5,8.3,28,188,1
3.9,7.1,28,113,1
3.6,8.2,28,173,1
3.8,7.6,31,124,1
3.7,8.4,31,124,1
3.6,7.3,28,107,1
3.7,7.1,30,151,1
3.7,8.1,32,103,1
3.7,8.1,27,110,1
3.5,7.2,31,129,1
3.6,8.7,31,157,1
4,8.5,26,100,1
3.7,8.7,32,120,1
3.5,8,28,122,1
3.5,7.6,29,163,1
4,7.7,30,176,1
3.6,8.3,30,112,1
3.5,8.2,26,100,1
3.6,7.8,27,152,1
3.8,8.7,28,136,1
3.8,7.2,26,105,1
3.6,7.2,26,144,1
3.9,8.5,32,103,1
3.7,8.4,27,144,1
3.7,8.6,26,121,1
3.5,7.6,31,144,1
3.5,8,31,137,1
3.5,8.5,28,157,1
3.7,8.3,32,143,1
3.5,7.9,29,138,1
3.5,7.3,32,144,1
4,8.7,32,194,1
3.8,7.1,26,126,1
3.6,7.9,27,151,1
4,8.3,26,185,1
3.9,8.6,31,188,1
3.8,8.1,26,133,1
3.9,7.2,32,104,1
4,7.3,35,145,1
3.5,7.3,31,122,1
3.7,7.3,31,182,1
3.6,8.4,28,160,1
3.7,7.1,26,166,1
3.8,8.7,29,149,1
3.6,8,31,115,1
3.5,8.2,32,198,1
3.7,8.5,31,104,1
3.5,8.5,32,188,1
3.7,8.7,31,158,1
3.7,8.1,31,152,1
3.9,7.3,29,186,1
3.6,7.3,31,148,1
3.5,7.9,31,106,1
4,7.7,27,168,1
3.9,6.8,29,175,1
3.7,8.1,32,107,1
3.9,6.9,27,114,1
3.7,7.1,28,144,1
3.7,7.9,30,104,1
3.6,7,27,130,1
3.6,8.5,26,168,1
3.6,7.9,30,121,1
3.7,7.3,29,175,1
3.5,7.4,28,195,1
3.6,8.7,30,119,1
3.9,7.9,28,147,1
3.6,7.7,27,107,1
4,6.8,29,193,1
3.7,8.7,29,138,1
3.5,6.9,29,160,1
4,7,26,115,1
3.5,7.3,32,115,1
3.8,7.6,30,159,1
3.8,6.8,30,108,1
3.7,7.4,31,120,1
3.7,7.1,31,154,1
3.5,7.1,32,177,1
3.8,7.8,31,151,1
4,7.8,29,118,1
4,7.9,32,113,1
3.5,6.8,31,187,1
3.8,6.9,29,158,1
3.5,7.8,30,103,1
3.9,8,32,134,1
3.9,6.9,28,105,1
3.9,8,30,149,1
3.8,8.5,27,192,1
3.5,7.4,26,128,1
3.6,8.4,27,128,1
3.8,7.1,31,128,1
3.7,7.5,29,161,1
3.9,8.5,31,191,1
3.6,7.6,26,146,1
3.8,8.2,31,150,1
3.7,8.7,26,194,1
3.8,7.1,31,107,1
3.9,8.2,30,137,1
4,6.9,31,115,1
3.7,7.8,35,143,1
3.9,7.5,28,120,1
3.6,7.7,30,179,1
3.8,8.5,28,165,1
4,7.3,31,193,1
3.8,6.8,30,190,1
3.5,7.6,28,148,1
4,8.7,26,199,1
3.7,8.6,26,136,1
3.9,7.2,28,117,1
3.5,7.7,31,191,1
3.8,7,30,142,1
4,8.5,29,123,1
3.6,8.1,28,103,1
3.8,7.4,28,105,1
3.9,8.3,26,144,1
3.5,7.9,29,161,1
3.5,8.7,27,139,1
3.8,8.1,29,170,1
3.5,7.7,30,171,1
3.6,7.2,31,167,1
3.7,7.2,27,119,1
3.9,7.3,32,135,1
3.8,8.5,28,155,1
3.6,7.6,26,137,1
3.7,8.6,26,145,1
3.6,7.5,30,170,1
3.6,8.1,29,142,1
3.8,7.1,32,129,1
3.5,8,27,136,1
3.7,6.9,30,200,1
3.7,8.2,32,145,1
3.8,7.9,30,167,1
3.6,7.1,30,181,1
3.8,7,28,162,1
4,8.6,28,161,1
3.7,8.5,29,195,1
3.8,8.2,26,102,1
3.6,7,28,164,1
3.8,7.7,30,137,1
3.8,8.5,27,156,1
3.9,7.7,29,139,1
3.8,7.5,30,125,1
4,8.7,27,126,1
4,7.7,41,160,1
4,6.8,30,193,1
3.8,8.3,30,132,1
3.7,8.6,32,138,1
4,8.6,26,178,1
4,6.9,26,118,1
3.6,7.7,31,165,1
3.9,6.9,29,124,1
3.6,8.1,41,195,1
3.5,8.7,39,199,1
3.9,8,29,172,1
3.9,7.6,31,119,1
3.9,8.1,31,141,1
3.5,8.7,32,161,1
3.8,7.9,26,158,1
4,7.4,27,100,1
3.9,7.1,26,182,1
3.9,8.7,28,200,1
3.5,7.9,27,108,1
3.7,7.8,31,105,1
3.5,7.3,30,118,1
3.8,8.3,27,138,1
3.8,7.8,29,140,1
3.9,7.7,29,116,1
3.7,7.7,32,116,1
3.7,7,32,123,1
4,6.8,30,155,1
3.6,8.2,29,175,1
3.9,7,28,152,1
4,7.9,32,107,1
3.6,7.5,26,119,1
3.8,6.8,26,195,1
3.5,7.3,31,184,1
3.6,6.9,32,113,1
3.7,6.8,29,136,1
3.9,8.6,27,187,1
4,7.7,31,140,1
3.6,8.5,30,185,1
3.8,7.2,32,156,1
3.8,6.9,26,106,1
3.5,8.3,33,152,1
3.8,7.7,29,156,1
3.8,8.1,26,193,1
3.5,8.7,26,120,1
3.5,8.5,32,162,1
3.8,7,29,174,1
3.9,7.2,29,145,1
4,8.3,28,166,1
4,7.9,32,123,1
3.6,8.3,26,152,1
4,7.8,34,191,1
3.9,7.6,32,179,1
3.6,7.5,32,112,1
3.6,6.8,28,167,1
3.9,8,31,114,1
3.5,7.7,30,133,1
3.7,8.5,26,148,1
3.7,8.5,26,114,1
3.9,8,28,169,1
4,7,27,185,1
3.5,7.2,27,142,1
3.9,8.7,27,109,1
3.5,7.6,28,189,1
3.6,8.4,30,131,1
3.6,8.7,26,195,1
3.6,7.4,29,132,1
3.7,7,30,197,1
4,7,30,191,1
3.6,7.7,28,126,1
3.9,7.7,26,172,1
3.5,7.5,29,110,1
3.7,8.6,27,134,1
3.9,8.3,27,128,1
3.9,8.6,31,153,1
3.6,7.4,30,129,1
3.8,7,31,160,1
3.7,8.4,34,104,1
3.7,8.7,26,103,1
3.7,7.1,31,110,1
3.5,6.9,32,193,1
3.6,7.6,28,139,1
3.8,7,31,142,1
3.8,7.3,30,175,1
3.8,7.7,32,103,1
3.9,7.4,28,177,1
3.8,7.8,28,135,1
4,8.2,26,160,1
3.6,8,29,182,1
3.6,7.4,27,117,1
4,8.7,32,138,1
3.7,7.4,26,123,1
3.9,7.1,26,178,1
4,7.5,28,132,1
3.8,8.7,32,162,1
3.7,8.4,27,161,1
3.7,8.1,30,106,1
3.7,7.3,31,178,1
3.5,7.7,27,120,1
3.5,7.1,28,194,1
3.5,6.9,29,177,1
4,7.9,32,156,1
3.6,7,32,130,1
3.5,8.6,26,150,1
3.8,8.5,26,193,1
3.9,7.4,30,180,1
4,8.4,29,138,1
3.6,8.2,31,190,1
3.9,7.7,29,167,1
3.8,7.3,28,147,1
3.6,7.5,26,107,1
3.8,7.3,32,119,1
3.9,8.2,27,143,1
3.9,8.3,32,186,1
3.5,7.8,31,182,1
3.7,7.5,28,193,1
3.9,6.8,26,163,1
3.7,8,31,119,1
3.5,7.8,32,105,1
3.5,8,30,180,1
3.8,7.8,28,151,1
3.6,7.3,29,154,1
3.7,7.2,30,192,1
3.5,7.3,32,119,1
3.5,8.7,31,135,1
4,8.1,28,189,1
4,8.7,29,179,1
3.8,7.6,31,131,1
3.7,8.3,30,185,1
3.6,6.9,26,182,1
3.8,8,27,135,1
3.7,7.8,30,114,1
3.9,8.3,32,182,1
3.9,7,37,170,1
3.6,7.8,27,141,1
3.7,8.1,26,106,1
3.8,7.5,28,199,1
3.9,7.9,32,109,1
3.8,7.7,27,195,1
3.8,8.6,31,173,1
3.5,8.3,31,138,1
4,7.3,30,120,1
4,6.8,29,152,1
3.9,8.3,26,196,1
3.6,8.5,26,119,1
3.6,6.8,30,175,1
4,7.7,29,153,1
3.7,7.7,31,100,1
3.5,7.3,30,183,1
3.6,7,26,113,1
3.7,7.4,29,164,1
3.7,8.7,30,185,1
3.5,7.7,31,136,1
3.9,7.6,26,185,1
3.5,7.4,31,164,1
3.7,8.1,26,166,1
3.5,8.3,26,166,1
3.7,8,30,136,1
3.8,8.3,43,154,1
3.9,7.5,27,152,1
3.9,8.6,32,169,1
3.6,8,27,112,1
4,8.5,26,139,1
3.5,8.1,30,197,1
3.6,7.9,31,176,1
3.8,7.9,27,128,1
3.5,6.9,27,163,1
3.6,6.9,27,116,1
3.6,8.5,28,200,1
3.8,7.9,29,167,1
3.6,6.8,29,113,1
3.9,7.9,31,113,1
3.6,8.4,28,116,1
3.8,8.6,29,115,1
3.9,8.6,26,110,1
3.8,8.5,31,119,1
3.8,7.2,32,111,1
3.7,7.1,26,188,1
4,8.3,30,136,1
3.5,8.7,28,128,1
3.9,8.7,29,159,1
3.9,8.7,32,110,1
3.7,7.2,28,180,1
3.7,6.9,30,190,1
3.6,6.8,31,141,1
3.6,7.7,30,143,1
3.7,7.1,28,117,1
3.6,7.2,32,140,1
3.9,8.2,30,194,1
3.7,8.3,27,168,1
3.6,7.9,26,174,1
3.9,7.8,30,134,1
3.5,7.6,29,152,1
3.9,7.4,26,157,1
3.7,8.3,27,139,1
3.8,7.6,30,184,1
3.5,8,30,199,1
3.5,7.9,29,134,1
3.8,7,31,194,1
3.7,8.4,26,132,1
3.8,8,30,190,1
3.7,8.5,30,185,1
3.8,6.9,27,183,1
3.7,7.3,31,148,1
3.7,7.7,32,186,1
3.7,6.9,28,120,1
3.5,7.3,30,190,1
3.9,8,29,143,1
3.7,8.6,27,170,1
3.5,8.1,28,106,1
3.5,8.4,26,154,1
4,7.9,27,158,1
3.6,7.6,28,114,1
4,8.7,28,182,1
3.9,8.5,27,180,1
3.8,8.3,28,147,1
3.7,7.1,29,112,1
3.5,8.2,30,118,1
3.6,6.9,30,200,1
4,8.3,26,163,1
3.8,8.6,28,167,1
3.7,8.4,32,100,1
3.6,7.9,26,150,1
3.8,8.5,28,187,1
3.5,7.1,37,117,1
3.9,6.9,29,133,1
3.9,8.2,29,148,1
3.5,8.7,29,116,1
3.8,7.8,28,123,1
3.8,8.1,28,191,1
3.7,7.9,28,167,1
3.6,8.7,29,169,1
3.9,8.6,28,155,1
3.8,7,31,125,1
3.8,8.5,29,114,1
3.6,8.1,37,112,1
3.5,7.7,27,190,1
4,7.7,32,170,1
3.6,7.8,29,175,1
4,7.1,32,145,1
3.7,8.5,26,108,1
3.9,8.6,29,177,1
3.9,7.3,27,156,1
3.8,7.1,26,115,1
3.5,8.6,27,174,1
4,7.7,30,178,1
3.9,6.9,31,158,1
3.9,8.1,32,198,1
3.9,7.9,30,192,1
3.9,8.5,38,118,1
3.5,7.6,26,173,1
3.7,7.5,32,109,1
3.6,8.5,27,191,1
3.9,8.3,30,138,1
3.9,7.8,27,185,1
3.9,7.2,29,174,1
4,8.5,30,142,1
4,8.2,28,161,1
4,8.3,29,176,1
3.8,8,32,142,1
3.5,7.2,30,152,1
3.6,8.6,26,172,1
4,7.6,26,166,1
4,7.3,29,161,1
4,7.5,32,141,1
3.8,7.6,32,163,1
3.9,7.3,27,186,1
3.6,7.3,30,154,1
3.8,7.4,29,186,1
3.6,7.4,27,134,1
3.5,8.1,27,104,1
3.8,8.2,31,197,1
3.5,6.9,32,127,1
3.7,8.5,30,192,1
3.9,8.4,27,117,1
3.9,6.9,31,104,1
3.6,8.6,32,170,1
3.9,7,28,121,1
3.7,8,26,101,1
3.5,7.9,27,145,1
3.5,6.8,29,101,1
4,7.6,27,162,1
3.8,8.4,26,171,1
4,7.6,27,138,1
3.8,8.5,32,188,1
3.7,7.8,32,165,1
3.5,6.8,32,154,1
3.8,7.4,31,196,1
4,8.5,30,137,1
3.8,8.4,26,159,1
3.9,8,29,143,1
3.5,7.4,28,153,1
3.6,8.7,27,128,1
3.5,6.9,31,123,1
3.9,7,30,172,1
3.8,8,30,157,1
3.6,8.3,30,148,1
3.7,7.8,28,189,1
4,8.5,32,110,1
3.5,8.7,30,178,1
3.5,8.3,29,108,1
3.7,7.8,30,121,1
3.5,6.9,31,171,1
3.9,8.5,28,155,1
3.9,7.9,28,166,1
4,6.9,28,101,1
3.5,7.7,44,163,1
3.7,7.4,26,148,1
3.8,6.9,27,169,1
3.5,7.1,41,115,1
3.8,7.4,30,146,1
3.7,6.8,30,161,1
3.7,7.7,40,149,1
3.8,6.8,30,193,1
3.7,7,31,186,1
3.7,7.2,30,144,1
4,7,28,182,1
3.9,7.4,32,173,1
4,6.9,29,121,1
3.7,6.8,28,101,1
3.7,8.3,27,113,1
3.8,8.5,27,169,1
3.5,8.4,31,119,1
3.8,6.9,31,149,1
3.5,7,32,181,1
3.9,8.7,27,192,1
3.8,7.5,35,122,1
3.6,7.1,28,135,1
3.7,8.5,38,147,1
3.5,7.6,41,137,1
3.9,7.1,31,134,1
3.9,8.2,26,116,1
3.9,8.3,29,173,1
3.7,8.4,32,113,1
3.9,8.5,31,141,1
3.8,8.2,32,194,1
3.8,7.2,28,175,1
3.9,8.1,26,151,1
3.7,8.2,27,123,1
4,7.6,30,165,1
4,7.2,31,123,1
4,8.2,26,187,1
3.6,8.1,29,159,1
3.7,7.8,26,113,1
4,8.4,44,158,1
3.6,7.1,30,124,1
4,8.6,29,175,1
3.5,8.1,26,141,1
3.7,7.6,28,110,1
3.8,7.1,29,198,1
3.5,7.6,31,169,1
3.5,8.6,27,120,1
3.9,8.3,30,162,1
4,7.2,32,103,1
3.8,7.4,30,189,1
3.8,8.3,30,119,1
3.5,7.2,28,185,1
3.5,8.4,32,174,1
3.6,7.4,29,112,1
3.7,8.7,28,140,1
3.7,7.9,28,129,1
3.9,7.2,31,143,1
3.5,7.2,32,158,1
3.7,6.9,32,117,1
3.6,8.2,31,197,1
4,8.6,27,120,1
3.5,7.8,27,105,1
3.7,8,32,138,1
3.7,8.7,31,118,1
3.5,8.1,31,139,1
3.5,7.3,32,108,1
3.9,7.3,26,171,1
3.8,7.8,32,156,1
4,8,30,144,1
3.5,6.9,26,139,1
3.5,7.8,32,115,1
3.8,7.4,27,125,1
3.9,7.5,27,106,1
3.8,7.2,30,190,1
3.5,7.1,26,171,1
4,8.3,27,154,1
3.6,8.3,31,193,1
4,7.8,26,164,1
3.5,8.5,31,120,1
3.9,8.2,29,176,1
4,8.5,27,117,1
3.8,6.9,32,138,1
3.5,6.9,31,160,1
3.5,7.6,27,156,1
3.8,7,31,192,1
3.7,7.9,30,104,1
3.6,8.1,34,150,1
4,7.6,28,168,1
3.7,7,28,117,1
3.6,7.5,30,177,1
3.8,7.9,26,169,1
3.8,8.4,26,140,1
4,8.1,29,162,1
3.5,8.3,29,153,1
4,6.8,32,145,1
3.9,7.6,29,200,1
3.5,8.6,29,101,1
3.7,8.7,28,112,1
3.5,7,32,102,1
3.7,8.7,30,156,1
3.6,7.1,26,173,1
3.8,7.4,32,150,1
4,8.5,27,107,1
3.7,7,30,101,1
3.7,8.7,26,115,1
3.9,7.2,30,140,1
3.9,8.6,30,125,1
3.7,8.5,26,200,1
3.9,8.7,28,124,1
3.5,8.6,29,143,1
3.9,7.1,27,195,1
4,6.9,28,180,1
3.5,7,31,107,1
3.9,7.2,30,173,1
3.7,6.8,29,109,1
4,7,27,164,1
3.8,8.4,33,193,1
4,8.7,28,176,1
3.5,8.3,27,166,1
3.6,6.9,27,117,1
3.9,8.6,27,154,1
3.9,7.6,29,157,1
3.6,8.7,31,136,1
3.7,8.5,29,188,1
3.8,8.3,29,180,1
3.8,7.8,30,169,1
3.5,8.1,32,195,1
3.9,7.5,26,107,1
3.9,8.2,29,124,1
3.6,8.3,39,135,1
3.5,7.5,26,164,1
3.6,7.4,32,109,1
4,7.7,31,143,1
3.8,7.1,30,174,1
3.9,7.8,30,156,1
3.7,6.8,31,200,1
3.9,8.6,31,168,1
3.8,8.4,31,172,1
3.5,7.5,27,109,1
3.7,8.4,32,125,1
3.5,8.4,29,189,1
3.5,7.1,28,119,1
3.7,8.4,28,165,1
3.9,7.6,27,197,1
3.8,7.9,28,133,1
3.6,7.2,27,154,1
4,7.2,28,108,1
3.6,8.3,26,178,1
3.6,7.8,32,179,1
4,7,31,184,1
3.9,8.2,29,126,1
3.6,7.6,28,130,1
3.6,7.4,26,157,1
3.7,8.4,26,128,1
3.8,8.4,26,132,1
3.6,7.2,32,137,1
4,7.9,27,164,1
3.6,7.7,29,158,1
3.8,8.5,28,111,1
3.6,7.1,26,195,1
3.8,7,29,180,1
3.7,7.2,27,139,1
3.7,8.3,28,102,1
3.5,8.6,29,156,1
3.9,8,28,148,1
3.6,7.1,30,192,1
3.7,7.9,28,182,1
3.6,7.7,27,121,1
3.8,7.4,31,168,1
3.8,8.2,38,178,1
3.6,8.5,31,120,1
3.7,7.6,29,106,1
3.8,7.1,27,160,1
4,8.2,29,126,1
3.9,8.6,29,121,1
3.9,8.5,26,134,1
3.7,7.7,31,165,1
4,7.4,31,163,1
3.6,8.4,26,188,1
3.7,7.3,32,125,1
3.5,8.6,31,154,1
3.9,8,27,157,1
3.8,8.2,27,148,1
4,8.2,29,100,1
4,7,26,195,1
3.8,7.2,27,104,1
3.5,7.4,28,112,1
3.9,8.4,28,125,1
3.7,7.6,31,110,1
3.8,7.5,32,193,1
3.7,7.1,27,112,1
3.5,7.6,28,177,1
3.6,7,30,181,1
3.6,6.9,28,122,1
4,8.3,32,112,1
3.9,6.9,32,162,1
4,8.3,32,174,1
3.5,6.8,27,186,1
3.6,7.3,29,113,1
3.5,7,30,120,1
3.8,7.7,32,169,1
3.5,7.3,32,128,1
3.5,8.4,29,150,1
3.9,7.4,28,154,1
4,7.1,27,154,1
3.6,7,30,171,1
4,7.5,30,177,1
3.8,7.1,30,199,1
3.6,7.1,30,159,1
4,7.7,32,191,1
3.8,7.6,32,180,1
3.5,8.6,30,188,1
3.6,8.5,32,103,1
3.6,7.2,30,117,1
4,7.3,29,191,1
3.8,8.6,29,133,1
3.6,8.5,26,180,1
4,7.7,32,128,1
3.7,7.7,27,190,1
3.7,8.4,31,175,1
3.6,7.9,29,107,1
3.9,7,35,188,1
3.9,7.3,28,179,1
3.9,8.5,26,160,1
3.9,8,31,174,1
3.6,6.9,26,122,1
4,6.9,30,150,1
3.8,7.6,28,127,1
4,8,30,178,1
4,8.2,33,174,1
3.6,8.1,29,163,1
3.9,8.5,26,179,1
3.6,8.7,29,169,1
3.7,7.5,32,133,1
3.6,8,29,117,1
3.6,7.9,26,169,1
3.7,8,29,131,1
3.6,7.5,31,124,1
3.9,7.1,31,153,1
4,7.5,26,130,1
3.7,8.7,32,152,1
3.9,6.9,28,152,1
3.8,7.9,26,158,1
3.6,7.7,31,114,1
3.7,6.9,29,192,1
3.6,7.6,26,114,1
4,7.9,28,146,1
3.9,7.3,31,139,1
3.9,8,28,172,1
3.8,7.4,28,143,1
3.8,7.5,29,180,1
3.9,7.4,30,166,1
3.9,7.4,30,140,1
3.7,7.9,28,200,1
3.6,6.9,30,149,1
3.8,6.8,38,187,1
3.5,6.8,26,142,1
3.9,7,28,142,1
3.6,8.6,27,193,1
3.6,8.5,32,110,1
3.5,8.4,29,111,1
3.5,7.5,29,158,1
3.9,6.8,32,132,1
3.7,7.2,36,113,1
3.5,7.4,26,123,1
3.7,8.1,30,118,1
3.9,7.6,27,125,1
3.7,7.9,30,132,1
3.6,8.3,32,109,1
4,8.6,27,132,1
3.5,7.4,32,186,1
3.9,8.5,31,168,1
3.6,8.6,31,187,1
3.6,7.4,27,126,1
3.7,6.8,26,193,1
3.9,8.2,30,164,1
3.6,8.2,31,189,1
3.5,7.2,27,100,1
3.6,7.3,30,154,1
3.5,7.9,31,151,1
3.8,7.2,30,108,1
3.8,6.9,32,189,1
3.8,8.3,32,168,1
3.6,6.9,27,132,1
3.8,7.7,26,121,1
3.5,7.6,28,146,1
3.7,7,28,143,1
3.6,8.7,31,112,1
4,7.7,28,148,1
4,8.1,27,101,1
3.8,8.4,28,104,1
3.8,7.9,27,186,1
3.7,7.6,26,153,1
3.7,6.9,30,110,1
3.6,7,30,133,1
3.6,8.4,31,109,1
3.7,7.7,28,189,1
3.6,8.7,30,140,1
4,7.9,31,141,1
3.9,7,26,113,1
3.5,7.5,30,111,1
4,7.4,30,150,1
4,7.8,30,164,1
3.7,7.1,29,136,1
4,7.6,28,156,1
3.7,8.4,27,118,1
4,8.2,28,146,1
3.8,8.4,29,170,1
3.9,8.5,30,121,1
4,6.8,29,118,1
3.8,8.5,31,142,1
3.6,8.5,30,170,1
4,7.2,29,158,1
3.6,6.8,27,120,1
3.7,6.8,31,101,1
3.5,8.4,29,184,1
3.7,8,27,151,1
3.5,8.6,28,160,1
4,7.1,26,105,1
3.9,8.5,32,106,1
3.9,7.3,28,188,1
3.7,7.5,32,114,1
3.6,7.2,26,144,1
3.7,8.6,27,119,1
3.7,7.7,28,173,1
3.7,8.7,28,176,1
3.7,6.8,33,150,1
3.9,7,30,176,1
3.9,8.4,29,188,1
3.9,8.5,27,115,1
3.6,8.6,29,200,1
3.7,8,26,100,1
3.5,8.1,27,133,1
3.5,7.8,28,102,1
3.8,8.4,26,185,1
4,7.9,31,155,1
3.9,7.5,29,180,1
3.5,7.2,28,150,1
3.9,8.2,32,177,1
3.9,7.9,31,129,1
4,7.2,30,150,1
3.9,7,27,119,1
3.7,8,29,190,1
3.8,7.3,26,133,1
3.9,8.6,27,197,1
3.6,6.9,29,153,1
3.9,6.8,30,110,1
4,8.4,29,154,1
3.7,7.6,32,196,1
3.8,8.1,26,157,1
3.9,7,34,181,1
4,7.2,27,179,1
3.5,8.1,29,177,1
3.8,8.3,31,189,1
3.5,6.8,29,182,1
3.7,7.9,31,170,1
3.7,8.5,32,121,1
3.9,8.4,31,199,1
4,8.5,27,106,1
3.6,8.1,28,127,1
3.6,7.8,26,103,1
3.9,8.5,27,177,1
3.7,8,32,135,1
3.9,8.2,32,165,1
3.8,7.2,29,140,1
3.7,7.9,29,175,1
3.7,8.2,28,136,1
3.5,7.8,32,185,1
3.6,7.4,26,100,1
3.7,6.9,32,174,1
3.7,7.9,44,179,1
3.7,6.9,31,123,1
3.5,7.4,27,169,1
3.8,7,26,106,1
3.6,7.5,29,119,1
3.8,7.5,32,108,1
3.7,8.6,27,116,1
3.8,7.1,28,136,1
3.5,8.3,31,149,1
3.7,7.6,29,172,1
3.8,7.4,27,199,1
3.5,8.6,26,141,1
3.6,7.1,31,106,1
4,8.2,32,125,1
3.9,7.4,32,165,1
3.9,8,26,156,1
3.5,7.8,30,152,1
3.8,7.9,29,123,1
3.8,8.2,32,143,1
3.8,7.8,31,181,1
3.7,7.6,28,175,1
4,7,27,189,1
4,8.4,30,194,1
4,7.2,32,161,1
3.9,6.9,32,136,1
3.8,7.3,29,141,1
3.9,7.3,27,187,1
3.6,8.7,32,117,1
4,7.5,32,110,1
3.9,7.9,30,179,1
3.7,7,29,105,1
4,7.6,26,112,1
3.5,8.1,29,147,1
4,8.1,31,152,1
3.7,8,32,133,1
3.5,8,27,101,1
3.6,7.3,32,110,1
3.9,7.2,27,111,1
3.6,7.4,29,151,1
3.8,7.3,27,145,1
4,8.4,30,162,1
3.8,6.9,30,157,1
4,7.4,44,110,1
3.8,7.8,31,120,1
3.7,6.8,40,134,1
4,6.9,28,108,1
3.5,8.5,32,165,1
3.7,7.2,31,121,1
3.7,8.3,30,129,1
3.7,6.8,31,137,1
3.7,8,27,113,1
3.6,8.6,29,162,1
4,8.7,29,103,1
3.6,6.9,27,128,1
3.7,8.3,31,132,1
3.9,8.2,31,112,1
3.6,7,30,130,1
3.7,6.9,32,141,1
3.7,7,28,159,1
3.8,8.4,31,186,1
3.5,6.9,29,132,1
3.9,7.9,27,179,1
3.7,7.7,26,178,1
3.8,8.5,32,122,1
3.9,7.4,32,159,1
3.8,8.7,30,104,1
3.6,7.2,28,104,1
3.6,7.6,27,137,1
3.9,8.3,27,140,1
3.6,7.8,27,152,1
3.5,8.4,27,130,1
3.8,6.9,32,101,1
3.9,6.8,26,183,1
3.6,7.7,30,147,1
4,7.2,26,147,1
3.9,8.6,29,163,1
3.6,8.2,26,178,1
3.5,7.7,29,152,1
4,7.1,29,119,1
3.9,8.6,26,138,1
3.5,7.9,27,123,1
3.7,8.2,31,129,1
3.7,7.4,28,103,1
4,7.3,32,122,1
4,8,27,165,1
3.6,7.7,28,114,1
3.8,7.3,28,176,1
3.9,7,29,118,1
4,7.7,28,183,1
3.7,7.9,30,186,1
4,6.8,27,147,1
3.8,6.8,26,101,1
3.6,6.8,31,120,1
3.8,8.4,26,126,1
4,7.3,32,163,1
3.7,8.2,31,182,1
3.5,7.7,32,189,1
3.9,7.5,28,149,1
4,8,27,135,1
3.6,8.1,30,174,1
3.8,7.1,31,148,1
3.9,7,30,100,1
3.5,8.3,32,162,1
3.6,8.1,27,121,1
3.5,8.5,26,143,1
3.8,6.8,27,135,1
3.8,8.1,26,170,1
3.5,7.9,28,166,1
3.6,7.5,32,184,1
3.7,8.4,26,171,1
3.7,8.6,32,182,1
3.5,6.9,28,114,1
4,7.8,29,106,1
3.7,7,32,172,1
3.5,8.3,27,170,1
3.8,7.4,26,114,1
3.5,7.8,30,136,1
